id,name,description,type,source_url,image_url,image_path
319,Du côté gauche du panneau,Du côté gauche du panneau — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/0/08/France_road_sign_M8e.svg,images\France_road_sign_M8e.svg
296,Débit de boissons ou établissement proposant des collations sommaires,Débit de boissons ou établissement proposant des collations sommaires — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/2/21/France_road_sign_ID26b.svg,images\France_road_sign_ID26b.svg
234,Débit de boissons ou établissement proposant des collations sommaires ouvert 7 jours sur 7,Débit de boissons ou établissement proposant des collations sommaires ouvert 7 jours sur 7 — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/5/53/France_road_sign_CE18.svg,images\France_road_sign_CE18.svg
30,Débouché de cyclistes,Débouché de cyclistes — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/d/d7/France_road_sign_A21.svg,images\France_road_sign_A21.svg
29,Débouché sur un quai ou une berge,Débouché sur un quai ou une berge — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/b/bd/France_road_sign_A20.svg,images\France_road_sign_A20.svg
192,Début de section à vitesse régulée,Début de section à vitesse régulée — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/c/c2/France_road_sign_C51a.svg,images\France_road_sign_C51a.svg
293,Déchèterie,Déchèterie — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/c/c2/France_road_sign_ID24.svg,images\France_road_sign_ID24.svg
376,Dérogation pour les véhicules agricoles,Dérogation pour les véhicules agricoles — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/0/0b/France_road_sign_M11a.svg,images\France_road_sign_M11a.svg
225,Embarcadère,Embarcadère — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/2/2a/France_road_sign_CE10.svg,images\France_road_sign_CE10.svg
264,Embarcadère pour bac ou car-ferry,Embarcadère pour bac ou car-ferry — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/1/11/France_road_sign_ID13a.svg,images\France_road_sign_ID13a.svg
